data cutremur,year,month,day,minute,lat,long,depth,Mw,Type,Qual
6/22/1943,1943,6,22,41:00.0,45.7,26.6,99.9,4.1,Light,Q=D
6/22/1943,1943,6,22,56:00.0,45.6,26.4,145,4.6,Light,Q=D
6/24/1943,1943,6,24,11:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
6/24/1943,1943,6,24,11:00.0,45.7,26.6,99.9,4,Light,Q=D
6/28/1943,1943,6,28,18:00.0,45.7,26.6,99.9,4.5,Light,Q=D
7/1/1943,1943,7,1,17:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
7/8/1943,1943,7,8,48:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
7/10/1943,1943,7,10,28:00.0,45.8,26.8,130,5.3,Moderate,Q=D
7/13/1943,1943,7,13,39:00.0,45.7,26.6,99.9,4,Light,Q=D
7/19/1943,1943,7,19,48:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
7/26/1943,1943,7,26,18:00.0,45.7,26.6,99.9,4.3,Light,Q=D
8/6/1943,1943,8,6,20:00.0,45.7,26.6,99.9,4.5,Light,Q=D
8/10/1943,1943,8,10,37:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
8/16/1943,1943,8,16,36:10.9,45.7,26.6,99.9,4.1,Light,Q=D
8/21/1943,1943,8,21,24:00.0,45.7,26.6,99.9,4.2,Light,Q=D
8/25/1943,1943,8,25,34:58.6,45.7,26.6,99.9,4,Light,Q=D
9/2/1943,1943,9,2,56:00.0,45.7,26.6,99.9,4.4,Light,Q=D
9/21/1943,1943,9,21,30:00.0,45.7,26.6,99.9,4.4,Light,Q=D
10/13/1943,1943,10,13,58:00.0,45.7,26.6,99.9,4.6,Light,Q=D
10/15/1943,1943,10,15,24:51.8,45.9,26.7,99.9,4.5,Light,Q=D
10/15/1943,1943,10,15,36:00.0,45.63,26.6,60,4.7,Light,Q=D
10/20/1943,1943,10,20,28:52.6,45.7,26.6,99.9,4.3,Light,Q=D
11/11/1943,1943,11,11,11:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
11/21/1943,1943,11,21,42:00.0,45.4,25,9.9,0,Negligible,Q=D
12/11/1943,1943,12,11,41:00.0,45.7,26.6,99.9,4.5,Light,Q=D
12/22/1943,1943,12,22,13:00.0,45.8,26.5,150,5.1,Moderate,Q=C
1/6/1944,1944,1,6,55:00.0,45.7,26.6,99.9,4.1,Light,Q=D
1/22/1944,1944,1,22,08:00.0,45.7,26.6,99.9,4.4,Light,Q=D
2/3/1944,1944,2,3,23:00.0,45.7,26.6,99.9,4.5,Light,Q=D
2/25/1944,1944,2,25,02:04.6,45.7,26.6,100,5.6,Moderate,Q=D
3/1/1944,1944,3,1,04:00.0,45.7,26.6,99.9,4.5,Light,Q=D
3/12/1944,1944,3,12,06:00.0,45.8,26.5,130,5,Moderate,Q=D
3/17/1944,1944,3,17,42:00.0,45.7,26.6,99.9,4.1,Light,Q=D
3/18/1944,1944,3,18,02:00.0,45.7,26.6,99.9,4,Light,Q=D
3/26/1944,1944,3,26,16:00.0,45.7,26.6,99.9,4.6,Light,Q=D
4/6/1944,1944,4,6,12:00.0,45.7,26.6,99.9,4.1,Light,Q=D
4/7/1944,1944,4,7,55:00.0,45.7,26.6,99.9,4.1,Light,Q=D
4/7/1944,1944,4,7,50:00.0,45.7,26.6,99.9,4.5,Light,Q=D
5/28/1944,1944,5,28,10:00.0,45.7,26.6,99.9,4.3,Light,Q=D
5/29/1944,1944,5,29,17:00.0,45.7,26.6,99.9,4.2,Light,Q=D
6/6/1944,1944,6,6,25:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
6/10/1944,1944,6,10,46:59.7,45.7,26.6,99.9,4.7,Light,Q=D
7/8/1944,1944,7,8,32:00.0,45.7,26.6,99.9,4.9,Light,Q=D
8/11/1944,1944,8,11,54:00.0,45.7,26.6,99.9,4,Light,Q=D
9/8/1944,1944,9,8,54:00.0,45.7,26.6,99.9,4.8,Light,Q=D
9/8/1944,1944,9,8,58:00.0,45.7,26.6,130,5,Moderate,Q=D
9/10/1944,1944,9,10,39:00.0,45.7,26.6,99.9,4.4,Light,Q=D
12/15/1944,1944,12,15,37:00.0,45.7,26.6,99.9,4.1,Light,Q=D
12/17/1944,1944,12,17,15:00.0,45.7,26.6,99.9,4.5,Light,Q=D
12/18/1944,1944,12,18,37:03.0,45.7,26.6,99.9,4,Light,Q=D
1/19/1945,1945,1,19,39:00.0,45.7,26.6,99.9,4.3,Light,Q=D
1/19/1945,1945,1,19,21:00.0,45.7,26.6,99.9,4.8,Light,Q=D
2/20/1945,1945,2,20,21:00.0,45.7,26.6,130,5,Moderate,Q=D
3/12/1945,1945,3,12,20:00.0,45.7,26.6,99.9,4.5,Light,Q=D
3/12/1945,1945,3,12,43:00.0,45.6,26.4,125,6.1,Strong,Q=C
3/26/1945,1945,3,26,14:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
4/11/1945,1945,4,11,03:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
4/11/1945,1945,4,11,44:00.0,45.7,26.6,99.9,4,Light,Q=D
4/28/1945,1945,4,28,20:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
4/29/1945,1945,4,29,41:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
6/12/1945,1945,6,12,37:00.0,45.7,26.6,99.9,4.1,Light,Q=D
6/25/1945,1945,6,25,59:00.0,45.7,26.6,99.9,4.4,Light,Q=D
6/30/1945,1945,6,30,09:00.0,45.7,26.6,99.9,4.1,Light,Q=D
8/20/1945,1945,8,20,14:00.0,45.7,26.6,99.9,4.5,Light,Q=D
8/26/1945,1945,8,26,21:00.0,45.7,26.6,99.9,3.7,Minor,Q=D
8/31/1945,1945,8,31,31:00.0,45.7,26.6,99.9,4.1,Light,Q=D
9/7/1945,1945,9,7,40:00.0,45.9,26.5,80,6.8,Strong,Q=C
9/14/1945,1945,9,14,08:18.3,45.7,26.6,100,5.5,Moderate,Q=D
10/1/1945,1945,10,1,10:00.0,45.32,26.44,100,0,Negligible,Q=D
10/23/1945,1945,10,23,58:11.8,45.7,26.6,99.9,4.9,Light,Q=D
11/13/1945,1945,11,13,09:00.0,45.7,26.6,99.9,4.2,Light,Q=D
11/24/1945,1945,11,24,38:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
12/9/1945,1945,12,9,21:00.0,45.7,26.8,80,6.5,Strong,Q=C
12/17/1945,1945,12,17,28:32.1,45.7,26.8,130,5,Moderate,Q=D
7/9/1946,1946,7,9,20:15.1,45.7,26.6,99.9,4.9,Light,Q=D
7/12/1946,1946,7,12,28:00.0,45.7,26.6,99.9,4.3,Light,Q=D
7/18/1946,1946,7,18,17:46.2,45.7,26.6,99.9,3.9,Minor,Q=D
8/18/1946,1946,8,18,51:00.0,45.7,26.6,99.9,4.2,Light,Q=D
9/7/1946,1946,9,7,44:00.0,45.7,26.6,99.9,4.5,Light,Q=D
10/2/1946,1946,10,2,37:00.0,45.7,26.6,99.9,4.3,Light,Q=D
10/3/1946,1946,10,3,50:00.0,45.7,26.6,130,5.3,Moderate,Q=D
11/3/1946,1946,11,3,32:41.7,45.6,26.3,140,6,Strong,Q=C
11/15/1946,1946,11,15,32:00.0,45.7,26.6,130,5.1,Moderate,Q=D
12/31/1946,1946,12,31,50:24.7,45.7,26.6,99.9,4,Light,Q=D
1/8/1947,1947,1,8,44:00.0,45.7,26.6,99.9,4.9,Light,Q=D
2/15/1947,1947,2,15,25:00.0,45.7,26.6,99.9,4.2,Light,Q=D
3/13/1947,1947,3,13,43:00.0,45.7,26.6,130,5.4,Moderate,Q=D
5/15/1947,1947,5,15,02:43.9,45.7,26.6,99.9,4.8,Light,Q=D
5/29/1947,1947,5,29,56:20.7,45.7,26.6,99.9,4.8,Light,Q=D
8/30/1947,1947,8,30,08:00.0,45.7,26.6,130,5.1,Moderate,Q=D
10/17/1947,1947,10,17,09:00.0,45.7,26.6,130,5.8,Moderate,Q=D
11/22/1947,1947,11,22,40:00.0,45.7,26.6,130,5.2,Moderate,Q=D
11/23/1947,1947,11,23,56:00.0,45.7,26.6,99.9,4.1,Light,Q=D
11/24/1947,1947,11,24,09:00.0,45.7,26.6,99.9,4.3,Light,Q=D
1/28/1948,1948,1,28,07:00.0,45.7,26.6,130,5.3,Moderate,Q=D
3/13/1948,1948,3,13,26:37.1,45.9,26.7,150,5.7,Moderate,Q=D
3/22/1948,1948,3,22,34:00.0,45.7,26.6,99.9,4.3,Light,Q=D
4/18/1948,1948,4,18,51:00.0,45.7,26.6,99.9,4.8,Light,Q=D
4/24/1948,1948,4,24,58:00.0,45.9,26.7,150,5.2,Moderate,Q=C
4/29/1948,1948,4,29,13:00.0,45.9,26.7,130,5.4,Moderate,Q=C
5/29/1948,1948,5,29,14:00.0,45.7,26.6,99.9,4.5,Light,Q=D
5/29/1948,1948,5,29,35:00.0,45.8,26.5,130,6.3,Strong,Q=C
7/7/1948,1948,7,7,37:00.0,45.7,26.6,99.9,4.6,Light,Q=D
7/29/1948,1948,7,29,56:00.0,45.7,26.6,130,5.3,Moderate,Q=D
8/9/1948,1948,8,9,48:29.4,45.7,26.6,130,5,Moderate,Q=D
8/20/1948,1948,8,20,54:00.0,45.7,26.6,99.9,4.7,Light,Q=D
12/22/1948,1948,12,22,02:00.0,45.7,26.6,130,5.2,Moderate,Q=D
6/29/1949,1949,6,29,17:00.0,45.7,26.6,99.9,4.5,Light,Q=D
7/7/1949,1949,7,7,39:42.1,45.7,26.6,99.9,4.6,Light,Q=D
9/30/1949,1949,9,30,32:32.0,45.7,26.6,99.9,4.5,Light,Q=D
10/10/1949,1949,10,10,20:06.3,45.7,26.6,99.9,4.3,Light,Q=D
11/25/1949,1949,11,25,00:00.0,45.7,26.6,130,5.2,Moderate,Q=D
12/23/1949,1949,12,23,30:00.0,45.7,26.6,99.9,4.5,Light,Q=D
12/26/1949,1949,12,26,44:54.7,45.7,26.6,135,5.7,Moderate,Q=C
1/16/1950,1950,1,16,59:16.0,45.6,26.3,120,5.7,Moderate,Q=C
2/2/1950,1950,2,2,05:00.0,45.7,26.6,99.9,4.7,Light,Q=D
2/17/1950,1950,2,17,48:00.0,45.7,26.6,130,5,Moderate,Q=D
3/20/1950,1950,3,20,33:00.0,45.7,26.6,130,5,Moderate,Q=D
4/26/1950,1950,4,26,29:00.0,45.7,26.6,99.9,4.7,Light,Q=D
4/27/1950,1950,4,27,57:00.0,45.7,26.6,99.9,4.4,Light,Q=D
4/30/1950,1950,4,30,20:36.5,45.7,26.6,99.9,5,Moderate,Q=D
5/10/1950,1950,5,10,26:38.3,48.1,25.6,7,4.1,Light,Q=C
6/20/1950,1950,6,20,41:14.0,45.9,26.5,160,5.9,Moderate,Q=C
7/14/1950,1950,7,14,57:27.5,45.7,27.1,100,5.5,Moderate,Q=C
7/25/1950,1950,7,25,44:00.0,45.7,26.6,130,5,Moderate,Q=D
11/9/1950,1950,11,9,00:00.0,45.7,26.6,99.9,4.9,Light,Q=D
1/23/1951,1951,1,23,50:00.0,45.7,26.6,99.9,4.4,Light,Q=D
3/18/1951,1951,3,18,50:00.0,45.8,26.6,150,5.3,Moderate,Q=D
4/1/1951,1951,4,1,02:00.0,45.7,26.6,99.9,4.3,Light,Q=D
8/27/1951,1951,8,27,00:00.0,45.7,26.6,99.9,4.3,Light,Q=D
10/3/1951,1951,10,3,38:00.0,45.7,26.6,99.9,4.4,Light,Q=D
12/4/1951,1951,12,4,21:29.2,45.7,26.6,99.9,4.7,Light,Q=D
12/13/1951,1951,12,13,41:00.0,45.7,26.6,99.9,4.7,Light,Q=D
12/27/1951,1951,12,27,17:00.0,45.7,26.6,99.9,4.9,Light,Q=D
1/16/1952,1952,1,16,15:00.0,45.4,26.9,20,4.2,Light,Q=D
1/16/1952,1952,1,16,54:53.9,45.4,26.9,20,4.7,Light,Q=D
1/17/1952,1952,1,17,13:00.0,45.4,26.9,20,4.3,Light,Q=D
2/1/1952,1952,2,1,03:00.0,45.7,26.6,99.9,4.6,Light,Q=D
4/29/1952,1952,4,29,33:46.0,45.7,26.6,99.9,4.7,Light,Q=D
5/6/1952,1952,5,6,02:00.0,45.7,26.6,99.9,4.2,Light,Q=D
5/9/1952,1952,5,9,23:00.0,47.3,27.9,9.9,2,Negligible,Q=D
5/23/1952,1952,5,23,23:00.0,47.3,27.9,9.9,0,Negligible,Q=D
5/23/1952,1952,5,23,01:25.8,47.3,27.9,9.9,2,Negligible,Q=D
6/3/1952,1952,6,3,45:00.0,45.4,27,22,4.5,Light,Q=C
7/14/1952,1952,7,14,10:00.0,45.9,26.7,100,4.7,Light,Q=D
7/16/1952,1952,7,16,23:00.0,45.6,26.7,135,5,Moderate,Q=D
7/28/1952,1952,7,28,30:00.0,45.7,26.6,99.9,3.5,Minor,Q=D
7/28/1952,1952,7,28,19:00.0,45.7,26.6,99.9,4.4,Light,Q=D
8/3/1952,1952,8,3,07:00.0,45.6,26.5,150,5.5,Moderate,Q=D
8/13/1952,1952,8,13,34:00.0,45.7,26.6,99.9,4.7,Light,Q=D
11/4/1952,1952,11,4,24:29.3,45.7,26.6,99.9,4.7,Light,Q=D
11/13/1952,1952,11,13,35:00.0,45.7,27.6,30,4.2,Light,Q=D
11/13/1952,1952,11,13,47:00.0,45.9,27.6,30,4.3,Light,Q=D
12/10/1952,1952,12,10,29:27.4,45.7,26.6,99.9,4.3,Light,Q=D
2/22/1953,1953,2,22,41:00.0,45.6,26.7,135,5.2,Moderate,Q=D
3/7/1953,1953,3,7,01:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
3/17/1953,1953,3,17,33:00.0,45.7,26.6,99.9,4.1,Light,Q=D
5/9/1953,1953,5,9,49:00.0,45.6,26.6,135,5,Moderate,Q=D
5/17/1953,1953,5,17,41:00.0,45.3,27.3,140,5.4,Moderate,Q=C
5/21/1953,1953,5,21,08:00.0,45.7,26.6,99.9,4.6,Light,Q=D
5/23/1953,1953,5,23,25:00.0,46,27.4,23,4,Light,Q=D
6/21/1953,1953,6,21,54:00.0,45.7,26.6,99.9,4.7,Light,Q=D
7/3/1953,1953,7,3,16:00.0,45.7,26.6,99.9,4.6,Light,Q=D
10/1/1953,1953,10,1,43:00.0,45.7,26.6,99.9,4.2,Light,Q=D
10/15/1953,1953,10,15,45:00.0,45.3,27,15,4.6,Light,Q=C
2/11/1954,1954,2,11,18:00.0,45.75,26.72,140,0,Negligible,Q=D
2/28/1954,1954,2,28,47:00.0,45.5,27,65,0,Negligible,Q=D
4/8/1954,1954,4,8,01:00.0,45.6,26.3,100,4.7,Light,Q=D
4/13/1954,1954,4,13,56:00.0,45.7,26.8,120,5.3,Moderate,Q=D
5/9/1954,1954,5,9,22:00.0,45.6,26.3,150,5,Moderate,Q=D
6/4/1954,1954,6,4,36:00.0,45.6,26.34,145,4,Light,Q=D
6/26/1954,1954,6,26,36:54.2,45.7,26.4,190,4.1,Light,Q=D
8/5/1954,1954,8,5,08:00.0,45.5,26.3,150,3.8,Minor,Q=D
8/12/1954,1954,8,12,18:00.0,45.71,26.94,80,0,Negligible,Q=D
9/6/1954,1954,9,6,29:09.6,45.51,26.51,160,4.2,Light,Q=D
10/1/1954,1954,10,1,02:00.0,45.7,27.1,60,5.6,Moderate,Q=D
10/5/1954,1954,10,5,15:12.8,45.56,26.61,160,4.3,Light,Q=D
10/21/1954,1954,10,21,53:00.0,45.6,26.6,120,5,Moderate,Q=C
10/27/1954,1954,10,27,23:00.0,45.7,26.6,99.9,4.3,Light,Q=D
10/27/1954,1954,10,27,45:00.0,45.5,26.7,130,4.8,Light,Q=D
11/4/1954,1954,11,4,31:48.5,45.7,26.6,99.9,3.7,Minor,Q=D
11/8/1954,1954,11,8,43:48.5,45.7,26.6,99.9,3.4,Minor,Q=D
11/25/1954,1954,11,25,42:57.0,45.71,26.54,180,4,Light,Q=D
12/27/1954,1954,12,27,08:00.0,45.7,26.6,99.9,4.2,Light,Q=D
1/16/1955,1955,1,16,47:00.0,45.7,26.6,99.9,4.1,Light,Q=D
1/20/1955,1955,1,20,53:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
4/26/1955,1955,4,26,37:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
5/1/1955,1955,5,1,26:00.0,45.5,26.3,135,5.8,Moderate,Q=C
5/26/1955,1955,5,26,25:00.0,45.7,26.6,99.9,4.5,Light,Q=D
5/28/1955,1955,5,28,34:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
7/19/1955,1955,7,19,15:00.0,45.7,26.6,99.9,4.3,Light,Q=D
7/20/1955,1955,7,20,43:03.0,45.7,26.6,99.9,4,Light,Q=D
9/14/1955,1955,9,14,42:54.5,45.7,26.6,99.9,3.8,Minor,Q=D
9/19/1955,1955,9,19,30:00.0,45.7,26.6,99.9,3.7,Minor,Q=D
9/19/1955,1955,9,19,03:00.0,45.7,26.6,99.9,4.8,Light,Q=D
9/25/1955,1955,9,25,17:49.0,45.7,26.6,99.9,3.8,Minor,Q=D
10/25/1955,1955,10,25,09:00.0,45.7,26.6,99.9,4.1,Light,Q=D
10/29/1955,1955,10,29,51:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
11/9/1955,1955,11,9,56:00.0,45.7,26.6,99.9,4,Light,Q=D
11/14/1955,1955,11,14,49:00.0,45.7,26.4,150,5,Moderate,Q=C
11/28/1955,1955,11,28,27:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
12/14/1955,1955,12,14,20:00.0,45.4,25.2,9.9,4.2,Light,Q=D
12/24/1955,1955,12,24,42:07.7,45.7,26.6,99.9,4,Light,Q=D
12/27/1955,1955,12,27,02:00.0,45.7,26.4,150,5,Moderate,Q=C
1/4/1956,1956,1,4,59:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
1/26/1956,1956,1,26,28:00.0,45.8,26.6,99.9,0,Negligible,Q=D
2/13/1956,1956,2,13,04:10.0,45.6,26.5,150,4.5,Light,Q=D
2/16/1956,1956,2,16,53:57.0,45.8,26.6,125,4.5,Light,Q=C
3/2/1956,1956,3,2,07:54.5,45.6,26.4,99.9,4.1,Light,Q=D
3/8/1956,1956,3,8,59:00.0,45.69,26.69,100,3.3,Minor,Q=D
3/11/1956,1956,3,11,23:47.0,45.61,26.67,130,2.9,Negligible,Q=D
4/18/1956,1956,4,18,38:36.0,46.1,27.4,20,4.5,Light,Q=C
5/7/1956,1956,5,7,26:11.4,45.7,26.9,100,5,Moderate,Q=C
5/18/1956,1956,5,18,36:49.0,46.1,27.4,21,4.5,Light,Q=D
8/16/1956,1956,8,16,37:28.0,45.6,26.1,140,4.7,Light,Q=C
8/21/1956,1956,8,21,07:00.0,45.7,26.6,99.9,4.4,Light,Q=D
9/8/1956,1956,9,8,25:35.0,45.43,27.3,33,0,Negligible,Q=D
9/23/1956,1956,9,23,05:15.0,45.56,26.45,150,3.9,Minor,Q=D
10/1/1956,1956,10,1,54:17.0,45.4,21.2,9.9,0,Negligible,Q=D
10/1/1956,1956,10,1,28:32.0,45.41,21.16,5,3.8,Minor,Q=C
11/4/1956,1956,11,4,39:25.6,45.65,26.85,125,4.6,Light,Q=D
11/18/1956,1956,11,18,15:02.1,45.8,26.8,150,4.7,Light,Q=C
11/19/1956,1956,11,19,19:42.1,45.75,26.75,150,4.5,Light,Q=D
11/29/1956,1956,11,29,22:26.0,45.58,26.55,150,4.1,Light,Q=D
12/10/1956,1956,12,10,19:13.0,45.7,26.6,99.9,4.3,Light,Q=D
1/6/1957,1957,1,6,15:52.6,45.7,26.6,99.9,4.1,Light,Q=D
2/17/1957,1957,2,17,07:00.0,45.7,26.6,99.9,0,Negligible,Q=D
3/2/1957,1957,3,2,07:00.0,45.7,26.6,99.9,3.9,Minor,Q=D
4/1/1957,1957,4,1,34:50.0,44.5,29.5,9.9,0,Negligible,Q=D
6/29/1957,1957,6,29,35:33.0,45.68,26.75,130,4.2,Light,Q=D
9/2/1957,1957,9,2,05:26.0,45.7,26.6,99.9,3.5,Minor,Q=D
9/22/1957,1957,9,22,39:00.0,45.7,21.1,5,3.8,Minor,Q=D
9/28/1957,1957,9,28,10:37.0,45.7,26.6,99.9,4,Light,Q=D
12/2/1957,1957,12,2,15:04.1,45.8,26.5,140,4.7,Light,Q=D
12/23/1957,1957,12,23,51:32.0,45.4,26.9,20,4,Light,Q=D
1/11/1958,1958,1,11,05:16.0,45.8,26.6,99.9,0,Negligible,Q=D
2/16/1958,1958,2,16,57:47.0,45.8,26.6,99.9,4.2,Light,Q=D
3/20/1958,1958,3,20,15:04.6,45.8,26.6,99.9,4.1,Light,Q=D
3/23/1958,1958,3,23,39:39.0,45.8,26.6,99.9,0,Negligible,Q=D
3/27/1958,1958,3,27,19:37.0,45.75,26.75,100,0,Negligible,Q=D
4/7/1958,1958,4,7,09:51.0,45.6,26.7,180,3.7,Minor,Q=D
5/21/1958,1958,5,21,04:02.0,45.72,26.74,145,3.3,Minor,Q=D
6/2/1958,1958,6,2,55:47.0,45.7,26.75,115,4,Light,Q=D
6/9/1958,1958,6,9,03:55.0,45.7,26.6,135,4.6,Light,Q=C
6/25/1958,1958,6,25,20:40.4,45.7,26.8,150,5,Moderate,Q=C
7/20/1958,1958,7,20,43:35.0,45.8,26.6,99.9,4.3,Light,Q=D
7/24/1958,1958,7,24,09:22.0,45.8,26.6,99.9,4.3,Light,Q=D
8/1/1958,1958,8,1,47:33.1,45.7,26.6,99.9,3.8,Minor,Q=D
8/3/1958,1958,8,3,28:38.0,45.7,26.6,99.9,3.3,Minor,Q=D
8/4/1958,1958,8,4,12:33.0,45.7,26.6,99.9,3.8,Minor,Q=D
11/11/1958,1958,11,11,14:45.9,45.5,27.2,40,4.7,Light,Q=D
1/28/1959,1959,1,28,28:39.0,45.3,25,9.9,0,Negligible,Q=D
1/30/1959,1959,1,30,31:21.9,45.3,25,9.9,0,Negligible,Q=D
2/16/1959,1959,2,16,11:18.0,45.75,26.75,99.9,4.3,Light,Q=D
3/24/1959,1959,3,24,35:08.0,45.7,26.6,99.9,4.5,Light,Q=D
3/29/1959,1959,3,29,28:43.8,45.7,26.6,99.9,4.2,Light,Q=D
4/7/1959,1959,4,7,42:29.9,45.8,26.6,100,0,Negligible,Q=D
4/16/1959,1959,4,16,24:25.7,45.8,27.4,33,4.1,Light,Q=D
4/29/1959,1959,4,29,16:09.7,45.6,26.5,160,5.1,Moderate,Q=C
5/27/1959,1959,5,27,53:48.0,45.7,21.1,5,5,Moderate,Q=C
5/31/1959,1959,5,31,06:28.1,45.8,27.4,60,5,Moderate,Q=C
6/1/1959,1959,6,1,59:09.0,45.8,27.4,60,0,Negligible,Q=D
6/26/1959,1959,6,26,43:47.1,45.8,26.5,135,5.3,Moderate,Q=C
6/28/1959,1959,6,28,27:53.3,45.66,26.78,120,4.1,Light,Q=D
6/30/1959,1959,6,30,02:20.5,45.5,26.3,150,5.2,Moderate,Q=C
7/22/1959,1959,7,22,55:00.0,45.8,26.5,150,4.5,Light,Q=D
8/2/1959,1959,8,2,41:08.5,45.6,26.6,125,4.8,Light,Q=C
8/5/1959,1959,8,5,36:35.1,45.8,26.6,150,4.7,Light,Q=D
8/19/1959,1959,8,19,22:25.6,45.9,26.8,150,5.5,Moderate,Q=D
9/1/1959,1959,9,1,24:00.0,47.3,27.9,9.9,2,Negligible,Q=D
9/3/1959,1959,9,3,05:22.7,47.3,27.9,9.9,0,Negligible,Q=D
9/12/1959,1959,9,12,52:42.2,47.3,27.9,9.9,0,Negligible,Q=D
9/13/1959,1959,9,13,33:31.5,47.3,27.9,9.9,0,Negligible,Q=D
9/16/1959,1959,9,16,26:45.5,45.7,26.6,99.9,3.8,Minor,Q=D
9/26/1959,1959,9,26,46:30.6,47.3,27.9,9.9,0,Negligible,Q=D
10/1/1959,1959,10,1,22:45.3,45.9,26.9,80,4.9,Light,Q=D
10/6/1959,1959,10,6,38:51.2,45.7,26.6,99.9,4.3,Light,Q=D
10/12/1959,1959,10,12,51:18.7,46.1,27.4,33,4.1,Light,Q=D
11/10/1959,1959,11,10,49:39.5,45.5,26.4,150,5.3,Moderate,Q=D
12/19/1959,1959,12,19,46:33.0,45.7,26.6,99.9,3.3,Minor,Q=D
12/22/1959,1959,12,22,29:39.4,45.7,26.6,99.9,0,Negligible,Q=D
1/4/1960,1960,1,4,48:09.2,44.6,27,40,5.4,Moderate,Q=D
1/5/1960,1960,1,5,47:40.6,45.6,26.5,150,5,Moderate,Q=C
1/26/1960,1960,1,26,06:00.0,45.8,26.2,140,5.7,Moderate,Q=C
2/21/1960,1960,2,21,34:17.0,45.8,21,9.9,4.5,Light,Q=D
2/26/1960,1960,2,26,54:00.0,45.5,26.2,100,4.5,Light,Q=C
3/10/1960,1960,3,10,58:31.1,45.7,26.6,99.9,4.5,Light,Q=D
4/6/1960,1960,4,6,21:00.0,45.7,26.6,99.9,4.1,Light,Q=D
4/22/1960,1960,4,22,49:30.2,45.7,26.6,99.9,4.7,Light,Q=D
4/28/1960,1960,4,28,05:00.0,45.6,26.9,30,4.4,Light,Q=D
4/30/1960,1960,4,30,32:30.0,45.8,26.8,30,4.1,Light,Q=D
5/18/1960,1960,5,18,50:01.0,45.7,26.6,99.9,4,Light,Q=D
7/1/1960,1960,7,1,27:27.5,45.7,26.6,130,4.6,Light,Q=D
7/4/1960,1960,7,4,15:00.0,45.7,26.6,99.9,4.3,Light,Q=D
8/24/1960,1960,8,24,25:00.0,45.7,26.6,99.9,4.4,Light,Q=D
9/2/1960,1960,9,2,01:00.0,45.6,26.5,150,4.8,Light,Q=D
9/24/1960,1960,9,24,48:00.0,45.7,26.6,130,4.6,Light,Q=D
10/1/1960,1960,10,1,11:00.0,45.7,26.6,99.9,4,Light,Q=D
10/13/1960,1960,10,13,36:00.0,45.7,26.6,99.9,4.2,Light,Q=D
10/13/1960,1960,10,13,14:00.0,45.7,26.4,160,5.9,Moderate,Q=C
10/22/1960,1960,10,22,07:00.0,45.6,21.1,12,4.2,Light,Q=C
12/6/1960,1960,12,6,51:00.0,45.7,26.6,99.9,4.4,Light,Q=D
3/2/1961,1961,3,2,57:40.0,45.7,26.6,99.9,4.3,Light,Q=D
4/5/1961,1961,4,5,18:00.0,45.7,26.6,130,4.7,Light,Q=D
6/11/1961,1961,6,11,34:00.0,46,27,150,5,Moderate,Q=D
6/23/1961,1961,6,23,51:02.0,45.7,26.6,99.9,3.8,Minor,Q=D
6/29/1961,1961,6,29,11:44.0,45.5,26.6,100,5.1,Moderate,Q=D
7/20/1961,1961,7,20,51:00.0,45.7,26.6,99.9,4,Light,Q=D
8/4/1961,1961,8,4,54:12.9,45.5,27,80,4.7,Light,Q=D
9/25/1961,1961,9,25,20:00.0,45.5,26.5,160,4.6,Light,Q=D
10/7/1961,1961,10,7,28:00.0,45.7,26.6,99.9,3.8,Minor,Q=D
11/17/1961,1961,11,17,44:00.0,45.9,26.8,140,4.7,Light,Q=D
11/18/1961,1961,11,18,58:00.0,45.5,26.7,100,5.1,Moderate,Q=D
12/16/1961,1961,12,16,11:00.0,45.7,26.6,99.9,4.2,Light,Q=D
2/27/1962,1962,2,27,52:45.0,45.7,26.4,145,5.2,Moderate,Q=C
3/6/1962,1962,3,6,42:00.0,45.7,26.6,99.9,4.7,Light,Q=D
3/27/1962,1962,3,27,59:00.0,45.7,26.6,99.9,4.1,Light,Q=D
3/31/1962,1962,3,31,10:30.0,45.8,26.7,140,4.5,Light,Q=D
4/22/1962,1962,4,22,22:00.0,45.4,26.5,110,4.6,Light,Q=D
7/26/1962,1962,7,26,19:00.0,45.3,23.5,16,4,Light,Q=D
7/28/1962,1962,7,28,37:14.3,47.1,25.6,9.9,4.5,Light,Q=D
8/30/1962,1962,8,30,35:37.0,45.5,26,108,5.3,Moderate,Q=D
